City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
356,Mount Vernon,US,40.91,-73.84,59.0,54,1,11.41,clear sky
357,Makokou,GA,0.57,12.86,68.77,98,100,2.04,overcast clouds
358,Lazaro Cardenas,MX,17.96,-102.2,77.09,70,0,3.74,clear sky
359,Hanstholm,DK,57.12,8.62,48.99,86,54,28.25,broken clouds
360,Kango,GA,0.19,10.1,73.74,97,100,1.25,overcast clouds
361,Salalah,OM,17.02,54.09,71.6,53,0,2.24,clear sky
362,Okhotsk,RU,59.38,143.3,18.19,90,68,20.56,broken clouds
363,Nuevitas,CU,21.55,-77.26,73.4,94,75,11.41,broken clouds
364,Saurimo,AO,-9.66,20.39,64.22,96,100,2.21,overcast clouds
365,High Rock,BS,26.62,-78.28,77.45,75,70,25.93,broken clouds
366,Hami,CN,42.8,93.45,40.8,54,6,3.22,clear sky
367,Fredericksburg,US,38.3,-77.46,50.0,87,1,4.88,clear sky
368,Egvekinot,RU,66.32,-179.17,24.22,99,100,6.42,snow
369,Kattivakkam,IN,13.22,80.32,78.8,94,40,2.24,mist
370,Uetendorf,CH,46.77,7.57,45.0,87,90,6.93,overcast clouds
371,Haapiti,PF,-17.57,-149.87,80.6,83,75,5.82,broken clouds
372,Coquimbo,CL,-29.95,-71.34,55.4,82,100,3.36,overcast clouds
373,Labuan,MY,5.28,115.24,78.8,88,40,5.82,scattered clouds
374,Concarneau,FR,47.88,-3.92,42.8,87,0,9.17,clear sky
375,Ilulissat,GL,69.22,-51.1,26.6,79,100,10.29,light snow
376,Porto Nacional,BR,-10.71,-48.42,78.8,83,40,4.7,scattered clouds
377,Pisco,PE,-13.7,-76.22,64.0,88,0,12.75,clear sky
378,Chernogorsk,RU,53.82,91.28,33.8,59,0,24.61,clear sky
379,San Cristobal,VE,7.77,-72.22,66.0,92,51,2.59,broken clouds
380,Port Blair,IN,11.67,92.75,83.16,73,1,6.02,light rain
381,Beringovskiy,RU,63.05,179.32,36.9,96,100,25.48,moderate rain
382,Pemba,MZ,-12.97,40.52,75.2,88,20,5.82,few clouds
383,Taksimo,RU,56.34,114.88,16.3,92,100,0.85,light snow
384,Itupiranga,BR,-5.13,-49.33,76.15,85,0,1.66,clear sky
385,Herbertpur,IN,30.45,77.73,62.92,35,0,6.06,clear sky
386,Alta Floresta,BR,-9.88,-56.09,76.66,66,78,3.6,broken clouds
387,Praia Da Vitoria,PT,38.73,-27.07,59.0,82,75,17.72,broken clouds
388,Lumberton,US,34.62,-79.01,53.01,87,1,4.07,clear sky
389,Tautira,PF,-17.73,-149.15,80.6,83,75,5.82,broken clouds
390,Horodnytsya,UA,50.81,27.32,45.12,86,100,5.73,overcast clouds
391,Khurba,RU,50.41,136.88,29.26,75,0,5.82,clear sky
392,Kaitangata,NZ,-46.28,169.85,60.01,76,99,14.0,overcast clouds
393,Abu Road,IN,24.48,72.78,67.84,36,0,3.09,clear sky
394,Krasnaya Gora,RU,53.0,31.6,44.6,93,75,8.95,light intensity shower rain
395,Bendigo,AU,-36.77,144.28,59.0,45,4,4.0,clear sky
396,San Francisco,US,37.77,-122.42,68.0,77,20,17.22,few clouds
397,Chiria,IN,22.3,85.27,67.05,58,0,0.89,clear sky
398,Jiangyou,CN,31.77,104.72,60.15,52,78,0.43,broken clouds
399,Altay,CN,47.87,88.12,20.91,83,76,0.27,broken clouds
400,Millinocket,US,45.66,-68.71,30.2,74,40,4.09,scattered clouds
401,Macamic,CA,48.75,-79.0,37.4,93,5,5.82,clear sky
402,Bhatkal,IN,13.97,74.57,79.25,70,0,8.88,clear sky
403,Hobyo,SO,5.35,48.53,79.03,82,62,9.93,broken clouds
404,Naze,JP,28.37,129.48,75.2,60,40,19.46,scattered clouds
405,Santa Fe,AR,-31.63,-60.7,70.0,40,45,8.99,scattered clouds
406,Qaqortoq,GL,60.72,-46.03,30.2,58,100,6.93,overcast clouds
407,Avera,US,33.19,-82.53,55.4,58,1,4.7,clear sky
408,Lavumisa,SZ,-27.31,31.89,75.2,83,96,5.82,overcast clouds
409,Benjamin Constant,BR,-4.38,-70.03,82.4,88,0,1.34,clear sky
410,Sao Filipe,CV,14.9,-24.5,76.51,82,100,8.05,overcast clouds
411,Diffa,NE,13.32,12.61,77.2,30,0,11.36,clear sky
412,Inzer,RU,54.22,57.56,38.12,77,76,3.67,broken clouds
413,Terra Santa,BR,-2.1,-56.49,77.23,83,100,1.66,overcast clouds
414,Kondagaon,IN,19.6,81.67,68.92,77,0,2.48,clear sky
415,Antsohihy,MG,-14.88,47.99,71.65,68,88,4.79,overcast clouds
416,Fortuna,US,40.6,-124.16,61.0,100,1,5.82,clear sky
417,Darnah,LY,32.77,22.64,69.33,77,26,18.25,scattered clouds
418,Tuatapere,NZ,-46.13,167.68,57.0,81,100,10.0,overcast clouds
419,Hun,LY,29.13,15.95,59.02,53,0,5.7,clear sky
420,Tshikapa,CD,-6.42,20.8,70.61,96,100,2.44,light rain
421,Senador Jose Porfirio,BR,-2.59,-51.95,79.7,74,20,5.26,few clouds
422,Monkey Bay,MW,-14.07,34.92,79.12,64,16,0.98,few clouds
423,Puerto Suarez,BO,-18.95,-57.8,74.37,38,0,2.71,clear sky
424,San Andres,CO,12.58,-81.7,82.38,81,100,16.62,moderate rain
425,Faya,SA,18.39,42.45,59.0,58,0,3.2,clear sky
426,Bilma,NE,18.69,12.92,68.88,24,0,5.77,clear sky
427,Roma,US,43.21,-75.46,55.99,50,1,8.05,clear sky
428,Omboue,GA,-1.57,9.26,74.5,93,100,2.01,light rain
429,San Bonifacio,IT,45.4,11.28,55.0,99,94,2.59,overcast clouds
430,Puerto Escondido,MX,15.85,-97.07,78.8,74,40,3.36,scattered clouds
431,Olinda,BR,-8.01,-34.86,80.6,78,75,6.93,broken clouds
432,Tigre,AR,-34.43,-58.58,69.01,63,0,10.29,clear sky
433,Vondrozo,MG,-22.82,47.28,62.15,99,86,1.23,overcast clouds
434,Roald,NO,62.58,6.13,50.0,93,100,35.57,light rain
435,Wichita,US,37.69,-97.34,62.01,59,40,4.7,scattered clouds
436,Rudnyy,KZ,52.96,63.12,30.2,92,0,6.71,clear sky
437,Nsoko,SZ,-27.03,31.95,75.2,83,100,5.82,overcast clouds
438,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,42.8,45,40,15.66,scattered clouds
439,Payo,ID,-3.75,103.64,81.14,78,100,2.17,heavy intensity rain
440,Gongzhuling,CN,43.5,124.82,45.91,56,0,14.38,clear sky
441,Poum,NC,-20.23,164.02,76.73,77,1,9.33,clear sky
442,Sabla,NG,12.75,4.71,79.0,24,73,8.46,broken clouds
443,Jaciara,BR,-15.97,-54.97,73.06,41,0,1.74,clear sky
444,Skelleftea,SE,64.75,20.95,42.01,75,100,13.87,light rain
445,Coihueco,CL,-36.62,-71.83,55.4,47,0,10.29,clear sky
446,Lorengau,PG,-2.02,147.27,84.65,73,99,4.18,moderate rain
447,Maceio,BR,-9.67,-35.74,75.2,94,0,4.7,clear sky
448,Richards Bay,ZA,-28.78,32.04,71.89,90,99,3.85,overcast clouds
449,Hamilton,US,39.18,-84.53,57.99,50,40,6.93,scattered clouds
450,Suntar,RU,62.14,117.63,14.32,95,87,4.36,overcast clouds
451,Waipawa,NZ,-41.41,175.52,70.0,72,100,17.22,overcast clouds
452,Kavieng,PG,-2.57,150.8,81.23,80,100,11.12,light rain
453,Taree,AU,-31.9,152.47,73.4,64,40,8.05,scattered clouds
454,Palauig,PH,15.44,119.9,84.24,67,100,1.23,overcast clouds
455,Vieste,IT,41.88,16.18,59.0,93,75,5.82,broken clouds
456,Camopi,GF,3.17,-52.32,74.1,95,100,2.62,heavy intensity rain
457,Los Llanos De Aridane,ES,28.66,-17.92,64.4,72,40,5.82,scattered clouds
458,Batagay,RU,67.63,134.63,-17.55,87,95,0.43,overcast clouds
459,Pakxan,LA,18.38,103.66,76.24,65,99,4.5,overcast clouds
460,San Jeronimo,PE,-11.95,-75.28,51.75,67,6,4.03,clear sky
461,Marsa Matruh,EG,31.35,27.25,69.8,64,40,13.87,scattered clouds
462,Levanger,NO,63.75,11.3,48.2,70,75,23.04,light rain
463,Abakaliki,NG,6.32,8.12,73.83,95,100,5.14,overcast clouds
464,Florence,IT,43.77,11.25,62.6,67,0,4.7,clear sky
465,Montevideo,UY,-34.83,-56.17,61.0,55,0,10.29,clear sky
466,Yendi,GH,9.44,-0.01,78.8,55,100,3.71,overcast clouds
467,Zhigansk,RU,66.77,123.37,2.71,93,100,5.21,overcast clouds
468,Sorong,ID,-0.88,131.25,83.8,68,100,4.41,light rain
469,Lexington,US,37.99,-84.48,53.6,54,1,9.17,clear sky
470,Kerema,PG,-7.96,145.78,82.58,74,100,4.45,light rain
471,Bhatgaon,IN,21.15,81.7,60.8,82,0,3.36,haze
472,Pulawy,PL,51.42,21.97,42.01,10,100,5.88,overcast clouds
473,Aksu,CN,41.12,80.26,39.49,59,0,3.15,clear sky
474,Sechura,PE,-5.56,-80.82,64.47,79,13,13.6,few clouds
475,Deputatskiy,RU,69.3,139.9,-14.93,79,0,0.98,clear sky
476,Maues,BR,-3.38,-57.72,79.12,79,92,2.24,overcast clouds
477,Cap Malheureux,MU,-19.98,57.61,70.0,74,49,3.0,scattered clouds
478,Muyezerskiy,RU,63.93,31.65,38.73,77,98,12.1,overcast clouds
479,Aripuana,BR,-9.17,-60.63,78.87,67,83,1.03,broken clouds
480,Yinchuan,CN,38.47,106.27,49.84,39,40,1.57,scattered clouds
481,Akcakoca,TR,41.09,31.12,57.49,78,85,1.86,overcast clouds
482,Basse-Terre,GP,16.17,-61.67,78.8,78,59,6.93,broken clouds
483,Kizukuri,JP,40.81,140.39,55.0,57,75,18.34,broken clouds
484,Stornoway,GB,58.21,-6.39,53.6,93,100,14.99,overcast clouds
485,Paamiut,GL,61.99,-49.67,27.95,86,11,16.28,few clouds
486,Leshukonskoye,RU,64.9,45.76,38.88,92,100,7.92,overcast clouds
487,La Romana,DO,18.43,-68.97,73.4,88,75,10.38,broken clouds
488,Noyabrsk,RU,63.2,75.45,27.23,99,100,10.29,light snow
489,Mchinji,MW,-13.8,32.88,68.74,48,0,8.7,clear sky
490,La Sarre,CA,48.8,-79.2,39.43,99,99,8.66,overcast clouds
491,Sarahan,IN,31.52,77.8,44.08,49,0,5.01,clear sky
492,Newport,GB,51.59,-3.0,41.0,95,84,1.95,broken clouds
493,Peleduy,RU,59.63,112.74,20.89,95,100,7.81,light snow
494,Brora,GB,58.01,-3.85,53.6,76,72,14.99,broken clouds
495,Altamira,BR,-3.2,-52.21,80.02,71,39,2.84,scattered clouds
496,San Patricio,US,28.02,-97.52,71.6,68,20,10.29,few clouds
497,North Bend,US,43.41,-124.22,62.01,87,75,10.29,broken clouds
498,Darlowo,PL,54.42,16.41,44.01,92,52,19.24,broken clouds
499,Shediac,CA,46.22,-64.54,32.0,84,90,3.36,light rain
500,Grand-Bourg,GP,15.88,-61.31,78.8,78,89,6.93,overcast clouds
501,Oksovskiy,RU,62.61,39.9,42.26,89,100,11.18,overcast clouds
502,Ostrovnoy,RU,68.05,39.51,38.5,83,100,18.75,overcast clouds
503,Nizhniy Kuranakh,RU,58.84,125.49,18.66,95,96,6.04,overcast clouds
504,Kalevala,RU,65.2,31.17,39.06,78,84,11.72,broken clouds
505,Linjiang,CN,41.81,126.91,48.34,57,0,8.7,clear sky
506,Whitecourt,CA,54.15,-115.69,33.8,76,90,12.75,light snow
507,Myanaung,MM,18.28,95.32,78.33,83,0,2.26,clear sky
508,Kisangani,CD,0.52,25.2,70.34,98,92,2.06,moderate rain
509,Camana,PE,-16.62,-72.71,64.45,77,99,5.99,overcast clouds
510,Sandwick,GB,60.0,-1.25,53.6,93,100,34.45,overcast clouds
511,Ilsede,DE,52.27,10.2,39.2,86,0,2.24,clear sky
512,Tezu,IN,27.92,96.17,70.23,79,36,0.63,scattered clouds
513,Pasir Gudang,MY,1.46,103.88,82.4,74,0,1.12,clear sky
514,Eureka,US,40.8,-124.16,61.0,86,28,2.73,scattered clouds
515,Grants Pass,US,42.44,-123.33,64.4,55,1,2.84,clear sky
516,Manakara,MG,-22.13,48.02,70.79,87,99,6.69,overcast clouds
517,Concordia,AR,-31.39,-58.02,64.99,47,100,8.99,overcast clouds
518,Charleston,US,32.78,-79.93,60.01,77,1,5.82,clear sky
519,Luangwa,ZM,-15.62,30.42,78.35,52,22,0.72,few clouds
520,Tateyama,JP,34.98,139.87,64.99,45,20,11.41,few clouds
521,Esna,EG,25.29,32.55,64.4,59,0,2.24,clear sky
522,Berdigestyakh,RU,62.1,126.7,7.02,93,100,6.85,overcast clouds
523,Umm Lajj,SA,25.02,37.27,73.63,49,0,9.69,clear sky
524,Ornskoldsvik,SE,63.29,18.72,39.2,80,100,11.41,light intensity drizzle
525,Labuhan,ID,-6.88,112.21,85.98,67,54,4.14,broken clouds
526,Barranca,PE,-10.75,-77.77,59.92,92,17,7.11,few clouds
527,El Alto,PE,-4.27,-81.21,62.01,90,14,19.48,few clouds
528,Turayf,SA,31.67,38.66,53.6,87,0,6.93,clear sky
529,Vardo,NO,70.37,31.11,38.32,84,28,30.42,scattered clouds
530,Vestmannaeyjar,IS,63.44,-20.27,44.92,88,100,9.19,overcast clouds
531,Port Hedland,AU,-20.32,118.57,104.0,12,0,12.75,clear sky
532,Papara,BR,-3.98,-38.73,81.0,83,40,8.05,scattered clouds
533,Yamada,JP,39.47,141.95,56.52,51,43,12.15,scattered clouds
534,Yangjiang,CN,21.85,111.97,73.69,71,14,9.53,few clouds
535,Antofagasta,CL,-23.65,-70.4,59.0,82,75,12.75,broken clouds
536,Sapa,PH,5.15,120.32,83.1,78,52,6.44,moderate rain
537,Kharan,PK,28.58,65.42,48.51,46,0,2.8,clear sky
538,Aksha,RU,50.28,113.29,28.29,91,100,1.16,overcast clouds
539,Ushtobe,KZ,45.25,77.98,32.02,84,51,10.2,broken clouds
540,Vilyuysk,RU,63.76,121.62,0.97,93,72,4.21,broken clouds
541,Iranshahr,IR,27.2,60.68,57.94,34,0,2.84,clear sky
542,Madingou,CG,-4.15,13.55,73.62,94,100,1.5,moderate rain
543,Zabid,YE,14.2,43.32,76.06,66,0,3.22,clear sky
544,Darhan,MN,49.49,105.92,28.42,93,100,7.9,overcast clouds
545,North Las Vegas,US,36.2,-115.12,82.4,26,1,2.26,clear sky
546,Kampot,KH,10.62,104.18,84.2,70,0,4.7,clear sky
547,Vanavara,RU,60.34,102.28,20.14,97,100,7.52,light snow
548,Nanortalik,GL,60.14,-45.24,31.24,90,100,19.19,overcast clouds
549,Longyan,CN,25.11,117.02,69.01,48,0,5.99,clear sky
550,Tombouctou,ML,20.0,-3.0,80.35,17,0,4.83,clear sky
551,Sioux Lookout,CA,50.1,-91.92,48.2,87,40,4.7,scattered clouds
552,Turan,VN,16.07,108.22,75.2,88,90,3.36,heavy intensity rain
553,Veraval,IN,20.9,70.37,77.23,51,0,7.43,clear sky
554,Da Nang,VN,16.07,108.22,75.2,88,90,3.36,heavy intensity rain
555,Lengshuitan,CN,26.41,111.6,66.83,54,43,1.59,scattered clouds
556,Quang Ngai,VN,15.12,108.8,72.21,88,100,10.04,heavy intensity rain
557,Buenos Aires,AR,-34.61,-58.38,69.8,56,0,16.11,clear sky
558,Guane,CU,22.2,-84.09,75.83,85,35,14.32,scattered clouds
559,Nhulunbuy,AU,-12.23,136.77,87.8,55,40,12.75,scattered clouds
560,Ucluelet,CA,48.93,-125.55,55.0,100,90,5.82,mist
561,Jilin,CN,43.0,126.0,48.18,59,0,17.25,clear sky
562,Kuyanovo,RU,55.8,54.54,32.65,95,75,1.5,broken clouds
563,Thabazimbi,ZA,-24.59,27.41,68.0,79,82,6.49,broken clouds
564,Adet,ET,11.26,37.49,55.22,67,0,3.4,clear sky
565,Svetlyy,RU,54.67,20.13,48.2,87,40,15.66,scattered clouds
566,Buchanan,LR,5.88,-10.05,77.81,86,89,2.08,moderate rain
567,Rio Claro,BR,-22.41,-47.56,66.2,68,0,17.22,clear sky
568,Yarim,YE,14.3,44.38,44.38,50,0,2.57,clear sky
569,Bembereke,BJ,10.23,2.66,74.34,42,85,2.15,overcast clouds
570,Minas De Barroteran,MX,27.63,-101.28,64.13,54,0,5.64,clear sky
571,Mayor Pablo Lagerenza,PY,-19.93,-60.77,77.25,29,0,5.14,clear sky
572,Westport,US,41.14,-73.36,57.2,76,1,18.34,clear sky
573,Waingapu,ID,-9.66,120.26,88.52,50,9,10.16,clear sky
574,Oktyabrskiy,RU,54.48,53.47,36.48,82,98,0.6,overcast clouds
575,Gorom-Gorom,BF,14.44,-0.24,82.69,25,98,8.61,overcast clouds
576,San Ramon,US,37.78,-121.98,69.01,72,1,4.7,clear sky
577,Greenfield,US,42.96,-88.01,61.0,47,1,6.93,clear sky
578,Ponezhukay,RU,44.89,39.39,48.99,87,0,8.95,clear sky
579,Sudbury,CA,46.49,-80.99,42.8,93,5,6.93,clear sky
580,Sawakin,SD,19.11,37.33,79.75,78,11,8.25,light rain
581,Kilindoni,TZ,-7.91,39.67,78.04,79,46,10.67,scattered clouds
582,Barra Patuca,HN,15.8,-84.28,76.69,90,100,11.36,light rain
583,Ambanja,MG,-13.68,48.45,74.17,83,94,0.94,light rain
584,Ballina,AU,-28.87,153.57,90.0,61,2,12.75,clear sky
585,Marienburg,PL,54.04,19.03,43.0,100,0,9.89,clear sky
586,Ciudad Bolivar,VE,8.12,-63.55,77.67,85,100,9.75,light rain
587,Togur,RU,58.36,82.83,34.81,96,100,15.88,light rain
588,Jaguey Grande,CU,22.53,-81.13,77.0,100,75,14.99,broken clouds
589,Tual,ID,-5.67,132.75,83.03,74,37,9.71,scattered clouds
590,Huron,US,41.15,-82.55,60.01,58,8,5.99,clear sky
591,Raudeberg,NO,61.99,5.14,50.0,93,100,24.16,moderate rain
592,Urumqi,CN,43.8,87.6,35.6,55,0,2.24,clear sky
593,Drovyanaya,RU,51.58,113.03,23.0,85,99,6.71,overcast clouds
594,Harper,LR,4.38,-7.72,77.77,89,2,7.23,light rain
595,Marzuq,YE,14.4,46.47,55.89,34,0,1.9,clear sky
596,Awjilah,LY,29.11,21.29,60.58,79,58,8.03,broken clouds
597,Bereda,ES,43.27,-7.54,50.0,79,14,11.99,few clouds
598,Dhidhdhoo,MV,6.88,73.1,81.73,66,0,1.48,clear sky
599,Kushima,JP,31.46,131.23,60.8,63,20,3.36,few clouds
600,Palmer,US,42.16,-72.33,51.8,71,1,6.93,clear sky
601,Gizo,SB,-8.1,156.84,84.33,71,100,5.59,moderate rain
602,Banda Aceh,ID,5.56,95.32,82.18,73,60,4.43,broken clouds
603,Nova Floresta,BR,-6.46,-36.2,69.42,80,0,10.83,clear sky
604,Inta,RU,66.03,60.17,35.42,93,98,10.87,overcast clouds
605,Pronsk,RU,54.1,39.61,40.86,92,59,8.01,broken clouds
606,Mehriz,IR,31.59,54.43,51.8,23,0,4.7,clear sky
607,Mattru,SL,7.62,-11.83,73.92,97,5,1.74,clear sky
608,Gali,GE,42.63,41.74,57.87,65,47,2.37,scattered clouds
609,Taltal,CL,-25.4,-70.48,58.1,75,30,2.66,scattered clouds
610,Charters Towers,AU,-20.1,146.27,91.49,26,0,5.5,clear sky
611,Bobcaygeon,CA,44.55,-78.54,60.8,51,1,8.05,clear sky
612,Magadan,RU,59.57,150.8,14.18,86,100,10.69,overcast clouds
613,El Pino,HN,15.7,-86.93,77.43,90,100,17.22,overcast clouds
614,Dawei,MM,14.08,98.2,81.9,67,26,5.06,scattered clouds
615,Ploemeur,FR,47.73,-3.43,43.0,87,0,10.29,clear sky
616,Nanton,CA,50.35,-113.77,57.2,58,89,14.99,overcast clouds
617,Fort Nelson,CA,58.81,-122.7,14.0,85,75,6.93,broken clouds
618,Gummidipundi,IN,13.4,80.15,78.8,94,40,2.24,mist
619,Hede,CN,33.77,120.25,61.11,56,98,9.53,overcast clouds
620,Piacabucu,BR,-10.41,-36.43,77.83,81,100,12.03,overcast clouds
621,Karatau,KZ,43.17,70.47,27.39,92,0,2.06,clear sky
622,Kamenka,RU,51.32,42.77,39.0,96,84,5.35,broken clouds
623,Hovd,MN,48.01,91.64,26.22,74,51,3.36,broken clouds
624,Palmeirais,BR,-5.98,-43.06,72.95,94,99,2.01,overcast clouds
625,Mitu,CO,1.2,-70.17,72.45,99,100,2.93,light rain
626,Tokur,RU,53.13,132.9,12.99,91,99,6.55,overcast clouds
627,Zaraza,VE,9.35,-65.32,73.09,96,99,3.27,overcast clouds
628,Sokoto,NG,13.06,5.24,78.84,23,100,8.55,overcast clouds
629,Haifa,IL,32.82,34.99,66.0,86,60,22.57,light rain
630,Chittaurgarh,IN,24.88,74.63,65.48,32,0,1.43,clear sky
631,Bom Jesus,BR,-9.07,-44.36,71.04,88,37,2.53,scattered clouds
632,Christchurch,NZ,-43.53,172.63,79.0,50,37,13.87,light rain
633,Eagle Pass,US,28.71,-100.5,73.4,40,5,6.93,clear sky
634,Visnes,NO,59.36,5.22,48.2,93,90,28.86,heavy intensity rain
635,Sahuaripa,MX,29.05,-109.23,75.6,27,2,1.43,clear sky
636,Tanout,NE,14.97,8.89,76.23,23,0,11.43,clear sky
637,Kalmar,SE,56.66,16.36,46.99,87,0,9.17,clear sky
638,Caborca,MX,30.58,-111.1,81.0,26,0,4.0,clear sky
639,Chalchihuites,MX,23.48,-103.88,55.92,36,5,8.37,clear sky
640,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,36,0,26.4,clear sky
641,Khandyga,RU,62.67,135.6,-0.69,90,100,1.86,overcast clouds
642,Mogadishu,SO,2.04,45.34,78.58,82,100,9.15,moderate rain
643,Ossora,RU,59.24,163.07,36.36,76,100,14.76,overcast clouds
644,Malangali,TZ,-8.57,34.85,58.33,74,8,6.69,clear sky
645,Great Bend,US,38.36,-98.76,59.0,66,1,8.05,clear sky
646,Whitehorse,CA,60.72,-135.05,1.4,70,90,11.41,light snow
647,Shingu,JP,33.73,135.98,60.8,44,40,5.82,scattered clouds
648,Ostersund,SE,63.18,14.64,41.0,65,100,16.11,overcast clouds
649,Kirakira,SB,-10.45,161.92,85.01,69,100,6.67,overcast clouds
650,Shwebo,MM,22.57,95.7,77.52,87,0,8.43,clear sky
651,Corowa,AU,-36.03,146.38,64.0,48,9,5.01,clear sky
652,Dalvik,IS,65.97,-18.53,46.4,45,0,29.97,clear sky
653,Jacksonville,US,30.33,-81.66,73.0,72,90,6.93,overcast clouds
654,Ferkessedougou,CI,9.6,-5.2,75.99,61,11,2.8,few clouds
655,Price,US,39.6,-110.81,57.2,33,1,4.23,clear sky
656,Muscat,OM,23.61,58.59,66.2,55,0,5.82,clear sky
657,Tura,IN,25.52,90.22,69.1,54,0,1.21,clear sky
658,Loandjili,CG,-4.76,11.86,78.3,84,100,3.83,overcast clouds
659,Gao,ML,16.64,1.64,79.27,25,0,10.4,clear sky
660,Jutai,BR,-5.18,-68.9,79.34,77,43,2.26,scattered clouds
661,Maxixe,MZ,-23.86,35.35,72.25,91,100,5.12,overcast clouds
662,Luanda,AO,-8.84,13.23,77.0,88,75,3.36,broken clouds
663,Annau,TM,37.89,58.52,42.8,45,0,2.24,clear sky
664,Horta,PT,38.53,-28.63,60.8,72,81,20.8,broken clouds
665,San Jose,US,37.34,-121.89,69.8,60,20,8.05,haze
666,Savonlinna,FI,61.87,28.88,41.0,80,40,10.29,scattered clouds
667,Zabaykalsk,RU,49.63,117.32,26.55,91,100,6.96,overcast clouds
668,Drezdenko,PL,52.84,15.83,37.0,89,0,1.01,clear sky
669,Qurayyat,SA,31.33,37.34,59.0,72,0,9.17,clear sky
670,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,74.7,84,49,3.67,scattered clouds
671,Mabama,TZ,-5.13,32.53,70.47,61,49,6.4,scattered clouds
672,Grindavik,IS,63.84,-22.43,41.0,86,75,9.17,broken clouds
673,Broken Hill,AU,-31.95,141.43,60.8,36,0,21.92,clear sky
674,Shaoyang,CN,27.23,111.45,59.81,64,100,1.95,overcast clouds
675,Maningrida,AU,-12.07,134.27,91.63,44,0,8.79,clear sky
676,Antalaha,MG,-14.9,50.28,68.4,84,41,6.51,scattered clouds
677,El Vigia,VE,8.62,-71.65,76.69,80,88,3.2,moderate rain
678,Alekseyevsk,RU,57.84,108.35,24.82,95,100,11.95,light snow
679,Paragominas,BR,-2.97,-47.48,74.93,91,89,3.49,overcast clouds
680,Villazon,BO,-22.09,-65.59,54.14,43,100,11.12,overcast clouds
681,Liverpool,GB,53.41,-2.98,48.99,93,40,5.82,scattered clouds
